recipe_id,ingredient_id,ingredient_index,portion_factor,actual_measure,measure_only
623,817,17,1,30.0 g,2 tablespoons
623,707,18,1,720.0 g,3 cups
624,2234,1,1,,4
624,1996,2,1,140.0 g,2 small
624,870,3,1,,2
624,397,4,1,15.0 g,1 tablespoon
624,2235,5,1,100.0 g,1 piece
624,705,6,1,480.0 g,2 cups
624,1411,7,1,20.0 g,4 sprigs
624,1409,8,1,,
624,2236,9,1,,1
624,2237,10,1,10.0 g,2 teaspoons
624,828,11,1,10.0 g,2 teaspoons
624,2238,12,1,5.0 g,1 teaspoon
624,2239,13,1,5.0 g,1 teaspoon
624,2240,14,1,,3
627,685,1,1,5.0 g,1 teaspoon
627,688,2,1,5.0 g,1 teaspoon
627,1332,3,1,2.5 g,1/2 teaspoon
627,63,4,1,2.5 g,1/2 teaspoon
627,522,5,1,6.25 g,1 1/4 teaspoons
627,397,6,1,45.0 g,3 tablespoons
627,397,7,1,60.0 g,1/4 cup
627,135,8,1,,1
627,606,9,1,15.0 g,1 tablespoon
627,497,10,1,110.0 g,1 medium
627,870,11,1,,4
627,817,12,1,25.0 g,5 sprigs
627,2253,13,1,25.0 g,5 sprigs
627,625,14,1,360.0 g,1 1/2 cups
627,2254,15,1,30.0 g,2 tablespoons
627,162,16,1,,1
627,2071,17,1,120.0 g,1/2 cup
627,72,18,1,80.0 g,1/3 cup
627,2255,19,1,,
628,681,1,1,5.0 g,1 teaspoon
628,412,2,1,2.5 g,1/2 teaspoon
628,127,3,1,1.25 g,1/4 teaspoon
628,2256,4,1,,6
628,397,5,1,30.0 g,2 tablespoons
628,2257,6,1,220.0 g,2 medium
628,2070,7,1,480.0 g,2 cups
628,888,8,1,30.0 g,2 tablespoons
628,2258,9,1,180.0 g,3/4 cup
628,782,10,1,240.0 g,1 cup
629,397,1,1,30.0 g,2 tablespoons
629,682,2,1,10.0 g,2 teaspoons
629,681,3,1,10.0 g,2 teaspoons
629,685,4,1,7.5 g,1 1/2 teaspoons
629,1332,5,1,7.5 g,1 1/2 teaspoons
629,2259,6,1,5.0 g,1 teaspoon
629,334,7,1,22.5 g,1 1/2 tablespoons
629,836,8,1,7.5 g,1 1/2 teaspoons
629,1036,9,1,,8
629,397,10,1,30.0 g,2 tablespoons
629,673,11,1,,2
629,691,12,1,,2
629,674,13,1,8.0 g,2 cloves
629,1124,14,1,10.0 g,2 teaspoons
629,2260,15,1,170.1 g,6 ounces
629,2261,16,1,1200.0 g,8 large
629,10,17,1,30.0 g,2 tablespoons
629,785,18,1,420.0 g,1 3/4 cups
629,724,19,1,30.0 g,2 tablespoons
629,334,20,1,15.0 g,1 tablespoon
629,2262,21,1,180.0 g,3/4 cup
629,2263,22,1,80.0 g,1/3 cup
629,2264,23,1,,2
630,2097,1,1,,6
630,673,2,1,220.0 g,2 medium
630,870,3,1,,2
630,1584,4,1,60.0 g,1/4 cup
630,2265,5,1,,2
630,681,6,1,1.25 g,1/4 teaspoon
630,688,7,1,2.5 g,1/2 teaspoon
630,739,8,1,2.5 g,1/2 teaspoon
630,412,9,1,5.0 g,1 teaspoon
630,522,10,1,1.25 g,1/4 teaspoon
630,2231,11,1,240.0 g,1 cup
630,835,12,1,240.0 g,1 cup
630,740,13,1,960.0 g,4 cups
630,1006,14,1,480.0 g,2 cups
631,2097,1,1,,4
631,397,2,1,30.0 g,2 tablespoons
631,1898,3,1,,2
631,317,4,1,,
631,870,5,1,,2
631,2210,6,1,5.0 g,1 teaspoon
631,683,7,1,5.0 g,1 teaspoon
631,2266,8,1,300.0 g,3 pieces
631,1411,9,1,100.0 g,1 bunch
631,2267,10,1,240.0 g,1 cup
631,1991,11,1,,
631,740,12,1,,4
631,625,13,1,360.0 g,1 1/2 cups
631,2268,14,1,,
632,397,1,1,30.0 g,2 tablespoons
632,497,2,1,,1
632,870,3,1,,2
632,2100,4,1,2.5 g,1/2 teaspoon
632,685,5,1,2.5 g,1/2 teaspoon
632,688,6,1,2.5 g,1/2 teaspoon
632,522,7,1,2.5 g,1/2 teaspoon
632,875,8,1,1.25 g,1/4 teaspoon
632,690,9,1,0.5 g,1 pinch
632,334,10,1,15.0 g,1 tablespoon
632,713,11,1,396.9 g,1 can
632,723,12,1,226.8 g,1 can
632,2269,13,1,,2
632,2270,14,1,,1
632,625,15,1,80.0 g,1/3 cup
632,72,16,1,15.0 g,1 tablespoon
632,2271,17,1,7.5 g,1/2 tablespoon
633,397,1,1,30.0 g,2 tablespoons
633,2215,2,1,,8
633,673,3,1,,2
633,106,4,1,454.0 g,1 lb
633,685,5,1,2.5 g,1/2 teaspoon
633,681,6,1,2.5 g,1/2 teaspoon
633,2210,7,1,1.25 g,1/4 teaspoon
633,2272,8,1,480.0 g,2 cups
633,2273,9,1,113.4 g,4 ounces
633,2229,10,1,113.4 g,4 ounces
633,695,11,1,30.0 g,2 tablespoons
633,2202,12,1,,
633,782,13,1,,
634,2247,1,1,1589.0 g,3 1/2 lbs
634,10,2,1,15.0 g,1 tablespoon
634,220,3,1,15.0 g,1 tablespoon
634,2017,4,1,908.0 g,2 lbs
634,2169,5,1,,3
634,688,6,1,7.5 g,1 1/2 teaspoons
634,681,7,1,5.0 g,1 teaspoon
634,1332,8,1,2.5 g,1/2 teaspoon
634,127,9,1,0.62 g,1/8 teaspoon
634,2070,10,1,720.0 g,3 cups
634,888,11,1,75.0 g,5 tablespoons
634,2112,12,1,,12
634,1945,13,1,60.0 g,1/4 cup
634,782,14,1,60.0 g,1/4 cup
635,397,1,1,15.0 g,1 tablespoon
635,673,2,1,150.0 g,1 large
635,870,3,1,,4
635,681,4,1,5.0 g,1 teaspoon
635,682,5,1,5.0 g,1 teaspoon
635,688,6,1,5.0 g,1 teaspoon
635,685,7,1,2.5 g,1/2 teaspoon
635,754,8,1,425.25 g,1 can
635,2274,9,1,425.25 g,3 cups
635,2184,10,1,240.0 g,1 cup
635,2112,11,1,240.0 g,1 cup
635,334,12,1,60.0 g,1/4 cup
635,782,13,1,120.0 g,1/2 cup
636,99,1,1,45.0 g,3 tablespoons
636,673,2,1,,2
636,741,3,1,340.5 g,3/4 lb
636,870,4,1,,4
636,724,5,1,10.0 g,2 teaspoons
636,1063,6,1,30.0 g,2 tablespoons
636,2275,7,1,1200.0 g,5 cups
636,2276,8,1,,1
636,745,9,1,,4
636,131,10,1,240.0 g,1 cup
636,1528,11,1,120.0 g,1/2 cup
636,939,12,1,120.0 g,1/2 cup
637,2277,1,1,240.0 g,1 cup
637,1991,2,1,,
637,2278,3,1,45.0 g,3 tablespoons
637,2279,4,1,113.4 g,4 ounces
637,798,5,1,,1
637,1986,6,1,,1
637,2280,7,1,,
637,2281,8,1,30.0 g,1 handful
637,816,9,1,30.0 g,1 handful
637,1465,10,1,,8
637,2282,11,1,720.0 g,3 cups
637,2283,12,1,360.0 g,1 1/2 cups
637,2284,13,1,15.0 g,1 tablespoon
637,2285,14,1,,4
638,892,1,1,80.0 g,1/3 cup
638,625,2,1,480.0 g,2 cups
638,2286,3,1,240.0 g,1 cup
638,687,4,1,5.0 g,1 teaspoon
638,685,5,1,2.5 g,1/2 teaspoon
638,688,6,1,1.25 g,1/4 teaspoon
638,397,7,1,15.0 g,1 tablespoon
638,707,8,1,283.5 g,1 package
639,239,1,1,30.0 g,2 tablespoons
639,1293,2,1,6.25 g,1 1/4 teaspoons
639,828,3,1,2.5 g,1/2 teaspoon
639,1224,4,1,2.5 g,1/2 teaspoon
639,2232,5,1,1.25 g,1/4 teaspoon
639,537,6,1,1.25 g,1/4 teaspoon
639,2256,7,1,280.0 g,4 small
639,397,8,1,15.0 g,1 tablespoon
639,705,9,1,240.0 g,1 cup
639,2112,10,1,120.0 g,1/2 cup
639,1455,11,1,60.0 g,1/4 cup
640,685,1,1,7.5 g,1 1/2 teaspoons
640,688,2,1,5.0 g,1 teaspoon
640,1332,3,1,5.0 g,1 teaspoon
640,739,4,1,2.5 g,1/2 teaspoon
640,2115,5,1,2.5 g,1/2 teaspoon
640,681,6,1,7.5 g,1 1/2 teaspoons
640,682,7,1,2.5 g,1/2 teaspoon
641,707,1,1,180.0 g,3/4 cup
641,1874,2,1,180.0 g,3/4 cup
641,2287,3,1,15.0 g,1 tablespoon
641,2288,4,1,180.0 g,3/4 cup
641,166,5,1,180.0 g,3/4 cup
641,2289,6,1,60.0 g,1/4 cup
641,2290,7,1,2.5 g,1/2 teaspoon
641,2088,8,1,,
642,508,1,1,240.0 g,1 cup
642,166,2,1,425.25 g,1 can
642,713,3,1,822.15 g,1 can
642,721,4,1,440.0 g,4 medium
642,273,5,1,70.0 g,1 small
642,910,6,1,70.0 g,1 small
642,615,7,1,60.0 g,1/4 cup
642,537,8,1,5.0 g,1 teaspoon
642,63,9,1,5.0 g,1 teaspoon
643,787,1,1,453.6 g,16 ounces
643,674,2,1,15.0 g,1 tablespoon
643,2291,3,1,360.0 g,1 1/2 cups
643,2292,4,1,480.0 g,2 cups
643,489,5,1,,1
643,2200,6,1,425.25 g,1 can
643,733,7,1,60.0 g,1/4 cup
643,704,8,1,425.25 g,1 can
643,682,9,1,2.5 g,1/2 teaspoon
643,1293,10,1,5.0 g,1 teaspoon
643,681,11,1,2.5 g,1/2 teaspoon
643,1949,12,1,0.62 g,1/8 teaspoon
643,390,13,1,2.5 g,1/2 teaspoon
644,2293,1,1,453.6 g,16 ounces
644,1533,2,1,1362.0 g,3 lbs
644,2294,3,1,340.2 g,2 cans
644,2295,4,1,226.8 g,8 ounces
644,2296,5,1,85.05 g,3 ounces
644,2297,6,1,85.05 g,3 ounces
644,2298,7,1,85.05 g,3 ounces
644,2299,8,1,85.05 g,3 ounces
644,671,9,1,210.0 g,3 small
644,2193,10,1,240.0 g,1 cup
644,397,11,1,360.0 g,1 1/2 cups
644,2300,12,1,60.0 g,1/4 cup
644,2301,13,1,60.0 g,1/4 cup
644,828,14,1,12.5 g,2 1/2 teaspoons
644,2302,15,1,5.0 g,1 teaspoon
644,1458,16,1,5.0 g,1 teaspoon
644,2303,17,1,15.0 g,1 tablespoon
645,2190,1,1,1440.0 g,6 cups
645,711,2,1,400.0 g,1 can
645,2304,3,1,400.0 g,1 can
645,1319,4,1,400.0 g,1 can
645,719,5,1,150.0 g,1 large
645,917,6,1,,3
645,2305,7,1,,1/2
646,397,1,1,60.0 g,4 tablespoons
646,2306,2,1,,8
646,870,3,1,,4
646,673,4,1,,2
646,683,5,1,5.0 g,1 teaspoon
646,1292,6,1,5.0 g,1 teaspoon
646,969,7,1,,
646,625,8,1,,
646,1411,9,1,15.0 g,1 tablespoon
646,2262,10,1,113.4 g,4 ounces
646,331,11,1,,1
647,2307,1,1,250.0 g,250 g
647,1411,2,1,50.0 g,50 g
647,331,3,1,,1
647,397,4,1,60.0 g,1/4 cup
647,2308,5,1,100.0 g,100 g
647,907,6,1,,
648,707,1,1,240.0 g,1 cup
648,1066,2,1,2.5 g,1/2 teaspoon
648,76,3,1,240.0 g,1 cup
648,99,4,1,15.0 g,1 tablespoon
648,1915,5,1,,2
648,2304,6,1,420.0 g,420 g
648,1287,7,1,30.0 g,2 tablespoons
649,707,1,1,360.0 g,1 1/2 cups
649,2309,2,1,240.0 g,1 cup
649,797,3,1,63.79 g,2 1/4 ounces
649,2310,4,1,,3
649,2311,5,1,120.0 g,3 stalks
649,720,6,1,,1/2
649,870,7,1,,6
649,2312,8,1,170.1 g,6 ounces
649,932,9,1,170.1 g,6 ounces
649,331,10,1,,1
649,99,11,1,15.0 g,1 tablespoon
649,2313,12,1,15.0 g,1 tablespoon
649,2314,13,1,30.0 g,2 tablespoons
649,907,14,1,,
650,707,1,1,240.0 g,1 cup
650,76,2,1,,
650,397,3,1,15.0 g,1 tablespoon
650,2315,4,1,10.0 g,2 teaspoons
650,836,5,1,2.5 g,1/2 teaspoon
650,334,6,1,5.0 g,1 teaspoon
650,2071,7,1,240.0 g,1 cup
650,2316,8,1,,2
650,273,9,1,,1
651,707,1,1,360.0 g,1 1/2 cups
651,625,2,1,660.0 g,2 3/4 cups
651,2317,3,1,15.0 g,1 tablespoon
651,522,4,1,1.25 g,1/4 teaspoon
652,1947,1,1,240.0 g,1 cup
652,2318,2,1,240.0 g,1 cup
652,2319,3,1,120.0 g,1/2 cup
652,2320,4,1,480.0 g,2 cups
652,1936,5,1,240.0 g,1 cup
652,917,6,1,,2
652,706,7,1,80.0 g,1/3 cup
652,390,8,1,80.0 g,1/3 cup
652,767,9,1,60.0 g,1/4 cup
652,334,10,1,30.0 g,2 tablespoons
652,561,11,1,30.0 g,2 tablespoons
652,688,12,1,1.25 g,1/4 teaspoon
652,522,13,1,0.5 g,1 dash
652,875,14,1,0.62 g,1/8 teaspoon
653,2321,1,1,480.0 g,2 cups
653,1293,2,1,3.75 g,3/4 teaspoon
653,688,3,1,2.5 g,1/2 teaspoon
653,681,4,1,2.5 g,1/2 teaspoon
653,1332,5,1,1.25 g,1/4 teaspoon
653,707,6,1,240.0 g,1 cup
653,120,7,1,110.0 g,1 medium
653,497,8,1,70.0 g,1 small
653,489,9,1,70.0 g,1 small
653,2322,10,1,70.0 g,1 small
653,2323,11,1,70.0 g,1 small
653,2324,12,1,80.0 g,1/3 cup
653,2325,13,1,,1
653,331,14,1,,1/2
653,522,15,1,2.5 g,1/2 teaspoon
653,1922,16,1,1.25 g,1/4 teaspoon
653,2326,17,1,,
654,625,1,1,480.0 g,2 cups
654,196,2,1,70.0 g,1 small
654,707,3,1,360.0 g,1 1/2 cups
654,733,4,1,120.0 g,1/2 cup
654,1332,5,1,2.5 g,1/2 teaspoon
654,719,6,1,110.0 g,1 medium
654,720,7,1,70.0 g,1 small
654,2147,8,1,15.0 g,1 tablespoon
654,2327,9,1,,1
654,1427,10,1,80.0 g,1/3 cup
654,397,11,1,22.5 g,1 1/2 tablespoons
654,1224,12,1,5.0 g,1 teaspoon
654,828,13,1,3.75 g,3/4 teaspoon
654,577,14,1,2.5 g,1/2 teaspoon
654,522,15,1,2.5 g,1/2 teaspoon
654,875,16,1,1.25 g,1/4 teaspoon
654,727,17,1,2.5 g,1/2 teaspoon
655,625,1,1,360.0 g,1 1/2 cups
655,2328,2,1,360.0 g,1 1/2 cups
655,2329,3,1,60.0 g,1/4 cup
655,29,4,1,2.5 g,1/2 teaspoon
655,2216,5,1,240.0 g,1 cup
655,2330,6,1,120.0 g,1/2 cup
655,744,7,1,7.5 g,1 1/2 teaspoons
655,577,8,1,120.0 g,1/2 cup
655,745,9,1,,4
655,2331,10,1,240.0 g,1 cup
655,364,11,1,25.0 g,5 teaspoons
656,707,1,1,360.0 g,1 1/2 cups
656,397,2,1,30.0 g,2 tablespoons
656,2332,3,1,,1
656,681,4,1,5.0 g,1 teaspoon
656,682,5,1,5.0 g,1 teaspoon
656,2333,6,1,,2
656,2334,7,1,360.0 g,1 1/2 cups
656,1879,8,1,720.0 g,3 cups
656,2335,9,1,240.0 g,1 cup
656,272,10,1,100.0 g,1 bunch
656,888,11,1,15.0 g,1 tablespoon
656,2336,12,1,160.0 g,2/3 cup
656,2262,13,1,,
656,907,14,1,,
657,2337,1,1,240.0 g,1 cup
657,2338,2,1,240.0 g,1 cup
657,770,3,1,480.0 g,2 cups
657,2339,4,1,240.0 g,1 cup
657,2340,5,1,240.0 g,1 cup
657,2018,6,1,120.0 g,1/2 cup
657,489,7,1,120.0 g,1/2 cup
657,2327,8,1,,1
657,1584,9,1,30.0 g,2 tablespoons
657,504,10,1,30.0 g,2 tablespoons
657,888,11,1,15.0 g,1 tablespoon
657,2341,12,1,10.0 g,2 teaspoons
657,727,13,1,5.0 g,1 teaspoon
657,522,14,1,2.5 g,1/2 teaspoon
657,1922,15,1,1.25 g,1/4 teaspoon
657,1949,16,1,1.25 g,1/4 teaspoon
658,2342,1,1,,12
658,139,2,1,70.0 g,1 small
658,2343,3,1,15.0 g,1 tablespoon
658,397,4,1,15.0 g,1 tablespoon
658,2344,5,1,113.4 g,4 ounces
658,768,6,1,60.0 g,1/4 cup
658,270,7,1,,1/4
658,715,8,1,60.0 g,1/4 cup
658,727,9,1,30.0 g,2 tablespoons
658,2345,10,1,120.0 g,1/2 cup
658,676,11,1,,3
658,645,12,1,5.0 g,1 teaspoon
658,2346,13,1,5.0 g,1 teaspoon
658,785,14,1,240.0 g,1 cup
658,522,15,1,5.0 g,1 teaspoon
658,1922,16,1,5.0 g,1 teaspoon
658,707,17,1,360.0 g,1 1/2 cups
658,412,18,1,37.5 g,2 1/2 tablespoons
658,522,19,1,30.0 g,2 tablespoons
658,686,20,1,30.0 g,2 tablespoons
658,63,21,1,15.0 g,1 tablespoon
658,807,22,1,15.0 g,1 tablespoon
658,127,23,1,15.0 g,1 tablespoon
658,2347,24,1,15.0 g,1 tablespoon
658,2348,25,1,15.0 g,1 tablespoon
659,397,1,1,15.0 g,1 tablespoon
659,2349,2,1,110.0 g,1 medium
659,870,3,1,,3
659,2350,4,1,110.0 g,1 medium
659,2351,5,1,110.0 g,1 medium
659,522,6,1,2.5 g,1/2 teaspoon
659,875,7,1,2.5 g,1/2 teaspoon
659,927,8,1,2.5 g,1/2 teaspoon
659,793,9,1,2.5 g,1/2 teaspoon
659,1332,10,1,2.5 g,1/2 teaspoon
659,2214,11,1,,1
659,625,12,1,240.0 g,1 cup
659,2352,13,1,283.5 g,1
659,1660,14,1,681.0 g,1 1/2 lbs
659,2353,15,1,283.5 g,1
659,2262,16,1,120.0 g,1/2 cup
660,720,1,1,,1
660,691,2,1,,2
660,2354,3,1,,2
660,522,4,1,,
660,875,5,1,,
660,707,6,1,240.0 g,1 cup
660,99,7,1,15.0 g,1 tablespoon
661,733,1,1,160.0 g,2/3 cup
661,76,2,1,160.0 g,2/3 cup
661,705,3,1,360.0 g,1 1/2 cups
661,2005,4,1,0.62 g,1/8 teaspoon
661,707,5,1,360.0 g,1 1/2 cups
661,751,6,1,360.0 g,1 1/2 cups
661,272,7,1,80.0 g,1/3 cup
661,797,8,1,80.0 g,1/3 cup
661,816,9,1,60.0 g,1/4 cup
661,888,10,1,60.0 g,1/4 cup
661,522,11,1,2.5 g,1/2 teaspoon
661,875,12,1,1.25 g,1/4 teaspoon
661,685,13,1,1.25 g,1/4 teaspoon
661,397,14,1,120.0 g,1/2 cup
663,707,1,1,240.0 g,1 cup
663,76,2,1,,
663,939,3,1,120.0 g,1/2 cup
663,272,4,1,,1
663,719,5,1,,1
663,502,6,1,,1/2
663,2358,7,1,120.0 g,1/2 cup
663,1945,8,1,60.0 g,1/4 cup
663,397,9,1,45.0 g,3 tablespoons
663,907,10,1,,
663,2359,11,1,,
664,2360,1,1,240.0 g,1 cup
664,707,2,1,360.0 g,1 1/2 cups
664,1155,3,1,240.0 g,1 cup
664,1332,4,1,2.5 g,1/2 teaspoon
664,76,5,1,480.0 g,2 cups
664,1532,6,1,240.0 g,1 cup
664,1886,7,1,,3
664,2191,8,1,220.0 g,2 medium
664,2361,9,1,60.0 g,1/4 cup
664,331,10,1,,1
664,334,11,1,80.0 g,1/3 cup
664,674,12,1,12.0 g,3 cloves
664,522,13,1,2.5 g,1/2 teaspoon
664,1922,14,1,,
664,397,15,1,80.0 g,1/3 cup
665,2362,1,1,240.0 g,1 cup
665,397,2,1,10.0 g,2 teaspoons
665,2363,3,1,226.8 g,8 ounces
665,870,4,1,,3
665,2364,5,1,360.0 g,1 1/2 cups
665,2365,6,1,10.0 g,2 teaspoons
665,2366,7,1,480.0 g,2 cups
665,707,8,1,480.0 g,2 cups
665,2336,9,1,15.0 g,1 tablespoon
665,1991,10,1,,
665,2367,11,1,,
666,2368,1,1,240.0 g,1 cup
666,1292,2,1,5.0 g,1 teaspoon
666,1986,3,1,,1
666,707,4,1,180.0 g,3/4 cup
666,2300,5,1,15.0 g,1 tablespoon
666,397,6,1,7.5 g,1 1/2 teaspoons
666,63,7,1,2.5 g,1/2 teaspoon
666,522,8,1,0.62 g,1/8 teaspoon
666,719,9,1,240.0 g,1 cup
667,397,1,1,10.0 g,2 teaspoons
667,720,2,1,,1/2
667,870,3,1,,2
667,671,4,1,,1
667,1995,5,1,113.4 g,1 can
667,751,6,1,80.0 g,2 stalks
667,1557,7,1,2.5 g,1/2 teaspoon
667,2369,8,1,,1
667,2294,9,1,453.6 g,1 can
667,707,10,1,120.0 g,1/2 cup
667,2370,11,1,,10
667,2091,12,1,60.0 g,1/4 cup
667,131,13,1,120.0 g,1/2 cup
667,2212,14,1,120.0 g,1/2 cup
667,522,15,1,5.0 g,1 teaspoon
668,397,1,1,30.0 g,2 tablespoons
668,2195,2,1,480.0 g,2 cups
668,2070,3,1,960.0 g,4 cups
668,2253,4,1,60.0 g,1/4 cup
668,2371,5,1,22.5 g,1 1/2 tablespoons
668,2372,6,1,5.0 g,1 teaspoon
668,2373,7,1,110.0 g,1 medium
668,1155,8,1,240.0 g,1 cup
668,892,9,1,120.0 g,1/2 cup
668,19,10,1,60.0 g,1/4 cup
668,2374,11,1,,2
668,2375,12,1,,
668,1922,13,1,2.5 g,1/2 teaspoon
668,397,14,1,60.0 g,1/4 cup
669,397,1,1,15.0 g,1 tablespoon
669,2376,2,1,480.0 g,2 cups
669,707,3,1,240.0 g,1 cup
669,686,4,1,5.0 g,1 teaspoon
669,739,5,1,2.5 g,1/2 teaspoon
669,522,6,1,2.5 g,1/2 teaspoon
669,2377,7,1,60.0 g,1/4 cup
669,705,8,1,240.0 g,1 cup
670,625,1,1,1080.0 g,4 1/2 cups
670,220,2,1,60.0 g,1/4 cup
670,2169,3,1,,3
670,681,4,1,7.5 g,1 1/2 teaspoons
670,2378,5,1,12.5 g,2 1/2 teaspoons
670,2379,6,1,240.0 g,1 cup
670,2380,7,1,,
670,2381,8,1,180.0 g,3/4 cup
670,2382,9,1,240.0 g,1 cup
670,2383,10,1,45.0 g,3 tablespoons
671,397,1,1,30.0 g,2 tablespoons
671,870,2,1,,2
671,1332,3,1,2.5 g,1/2 teaspoon
671,625,4,1,400.0 g,1 2/3 cups
671,2074,5,1,5.0 g,1 teaspoon
671,2378,6,1,2.5 g,1/2 teaspoon
671,707,7,1,360.0 g,1 1/2 cups
671,817,8,1,60.0 g,1/4 cup
671,888,9,1,30.0 g,2 tablespoons
671,907,10,1,,
672,625,1,1,300.0 g,1 1/4 cups
672,99,2,1,30.0 g,2 tablespoons
672,766,3,1,10.0 g,2 teaspoons
672,522,4,1,1.25 g,1/4 teaspoon
672,875,5,1,1.25 g,1/4 teaspoon
672,1947,6,1,240.0 g,1 cup
672,2384,7,1,198.45 g,1 can
673,674,1,1,7.5 g,1 1/2 teaspoons
673,397,2,1,45.0 g,3 tablespoons
673,795,3,1,420.0 g,1 3/4 cups
673,522,4,1,1.25 g,1/4 teaspoon
673,707,5,1,360.0 g,1 1/2 cups
673,2262,6,1,,16
673,2231,7,1,120.0 g,1/2 cup
673,2074,8,1,7.5 g,1 1/2 teaspoons
674,2385,1,1,10.0 g,2 teaspoons
674,798,2,1,70.0 g,1 small
674,2198,3,1,240.0 g,1 cup
674,2184,4,1,120.0 g,1/2 cup
674,797,5,1,60.0 g,1/4 cup
674,2386,6,1,60.0 g,1/4 cup
674,522,7,1,1.25 g,1/4 teaspoon
675,606,1,1,60.0 g,4 tablespoons
675,2387,2,1,180.0 g,3/4 cup
675,785,3,1,720.0 g,3 cups
675,325,4,1,2.5 g,1/2 teaspoon
675,734,5,1,2.5 g,1/2 teaspoon
675,707,6,1,360.0 g,1 1/2 cups
675,797,7,1,120.0 g,1/2 cup
675,2381,8,1,60.0 g,1/4 cup
675,801,9,1,30.0 g,2 tablespoons
676,2388,1,1,75.0 g,1/2 large
676,397,2,1,,
676,522,3,1,5.0 g,1 teaspoon
676,63,4,1,2.5 g,1/2 teaspoon
676,720,5,1,,1
676,870,6,1,,2
676,785,7,1,360.0 g,1 1/2 cups
676,707,8,1,360.0 g,1 1/2 cups
676,733,9,1,120.0 g,1/2 cup
676,1945,10,1,120.0 g,1/2 cup
676,1411,11,1,80.0 g,1/3 cup
677,397,1,1,15.0 g,1 tablespoon
677,774,2,1,150.0 g,1 large
677,733,3,1,120.0 g,1/2 cup
677,1200,4,1,15.0 g,1 tablespoon
677,1110,5,1,,3
677,2389,6,1,,3
677,63,7,1,1.25 g,1/4 teaspoon
677,688,8,1,1.25 g,1/4 teaspoon
677,1043,9,1,1.25 g,1/4 teaspoon
677,707,10,1,480.0 g,2 cups
677,2390,11,1,,
677,2391,12,1,,
678,2392,1,1,600.0 g,2 1/2 cups
678,681,2,1,2.5 g,1/2 teaspoon
678,412,3,1,1.25 g,1/4 teaspoon
678,739,4,1,1.25 g,1/4 teaspoon
678,1293,5,1,1.25 g,1/4 teaspoon
678,1332,6,1,2.5 g,1/2 teaspoon
678,2393,7,1,120.0 g,1/2 cup
678,2394,8,1,60.0 g,1/4 cup
678,2395,9,1,120.0 g,1/2 cup
678,2396,10,1,120.0 g,1/2 cup
678,2397,11,1,120.0 g,1/2 cup
678,707,12,1,480.0 g,2 cups
678,2398,13,1,120.0 g,1/2 cup
678,522,14,1,,
678,2399,15,1,45.0 g,3 tablespoons
679,397,1,1,30.0 g,2 tablespoons
679,720,2,1,,1
679,870,3,1,,2
679,2400,4,1,10.0 g,2 teaspoons
679,781,5,1,425.25 g,2 cans
679,770,6,1,425.25 g,1 can
679,2401,7,1,480.0 g,2 cups
679,671,8,1,,2
679,1509,9,1,240.0 g,1 cup
679,2402,10,1,120.0 g,1/2 cup
679,707,11,1,480.0 g,2 cups
679,1902,12,1,30.0 g,2 tablespoons
679,2403,13,1,15.0 g,1 tablespoon
679,681,14,1,5.0 g,1 teaspoon
679,688,15,1,5.0 g,1 teaspoon
679,522,16,1,5.0 g,1 teaspoon
679,63,17,1,3.75 g,3/4 teaspoon
679,685,18,1,2.5 g,1/2 teaspoon
679,682,19,1,2.5 g,1/2 teaspoon
679,1676,20,1,2.5 g,1/2 teaspoon
679,699,21,1,2.5 g,1/2 teaspoon
679,689,22,1,1.25 g,1/4 teaspoon
680,2404,1,1,340.2 g,1 can
680,625,2,1,120.0 g,1/2 cup
680,707,3,1,240.0 g,1 cup
680,2405,4,1,240.0 g,1 cup
680,1292,5,1,22.5 g,1 1/2 tablespoons
680,969,6,1,,
680,2406,7,1,,
681,99,1,1,15.0 g,1 tablespoon
681,1986,2,1,,1
681,707,3,1,120.0 g,1/2 cup
681,785,4,1,240.0 g,1 cup
681,719,5,1,,1
681,907,6,1,,
681,797,7,1,60.0 g,1/4 cup
682,99,1,1,15.0 g,1 tablespoon
682,397,2,1,15.0 g,1 tablespoon
682,720,3,1,60.0 g,1/4 cup
682,870,4,1,,2
682,2407,5,1,180.0 g,3/4 cup
682,907,6,1,,
682,2070,7,1,300.0 g,1 1/4 cups
682,707,8,1,240.0 g,1 cup
682,835,9,1,60.0 g,1/4 cup
683,2408,1,1,200.0 g,200 g
683,671,2,1,200.0 g,200 g
683,2409,3,1,100.0 g,100 g
683,816,4,1,60.0 g,1/4 cup
683,2189,5,1,100.0 g,100 g
683,707,6,1,200.0 g,200 g
683,397,7,1,60.0 g,4 tablespoons
683,334,8,1,30.0 g,2 tablespoons
684,2410,1,1,60.0 g,1/4 cup
684,870,2,1,,3
684,816,3,1,480.0 g,2 cups
684,817,4,1,480.0 g,2 cups
684,808,5,1,,2
684,1584,6,1,120.0 g,1/2 cup
684,888,7,1,60.0 g,1/4 cup
684,687,8,1,2.5 g,1/2 teaspoon
684,681,9,1,2.5 g,1/2 teaspoon
684,1991,10,1,,
684,2411,11,1,,
684,2412,12,1,120.0 g,1/2 cup
684,272,13,1,60.0 g,1/4 cup
684,835,14,1,60.0 g,1/4 cup
684,731,15,1,,
684,2413,16,1,,42
684,209,17,1,15.0 g,1 large
684,615,18,1,880.0 g,3 2/3 cups
